name,bus,p_nom,type,carrier,lat,lon
Gen_51396367266,unzugeordnet,299.16,PV,Solar Gebäude,53.0940944444444,8.69352222222222
Gen_51396367266,unzugeordnet,149.76,PV,Solar Gebäude,53.0940944444444,8.69352222222222
Gen_51402360104,unzugeordnet,184.0,PV,Solar Gebäude,53.0803166666667,8.75053611111111
Gen_51402360104,unzugeordnet,88.6,PV,Solar Gebäude,53.0793611111111,8.75049444444444
Gen_51402360104,unzugeordnet,45.0,PV,Solar Gebäude,53.079275,8.75061111111111
Gen_51397387263,unzugeordnet,2000.0,WEA,Windenergie,53.1298166666667,8.70106388888889
Gen_51397387263,unzugeordnet,2000.0,WEA,Windenergie,53.1271138888889,8.70128888888889
Gen_51397387495,unzugeordnet,1173.0,BHKW,Erdgas,53.0457472222222,8.64378888888889
Gen_51397387750,unzugeordnet,1173.0,BHKW,Erdgas,53.0457472222222,8.64378888888889
Gen_51397388063,unzugeordnet,1173.0,BHKW,Erdgas,53.0457472222222,8.64378888888889
Gen_51397388295,unzugeordnet,1173.0,BHKW,Erdgas,53.0457472222222,8.64378888888889
Gen_51396370243,unzugeordnet,240.0,BHKW,Erdgas,53.1834333333333,8.59364444444445
Gen_51402360279,unzugeordnet,230.4,PV,Solar Gebäude,53.1123944444445,8.80053333333333
Gen_51399716965,unzugeordnet,32.4,PV,Solar Gebäude,53.0379666666667,8.83236388888889
Gen_51402360352,unzugeordnet,123.8,PV,Solar Gebäude,53.071225,8.95361111111111
Gen_51397388881,unzugeordnet,2300.0,WEA,Windenergie,53.1498055555556,8.67266666666667
Gen_51397388881,unzugeordnet,2300.0,WEA,Windenergie,53.1487777777778,8.67758333333333
Gen_51397389178,unzugeordnet,2050.0,WEA,Windenergie,53.1247722222222,8.79775277777778
Gen_51397389178,unzugeordnet,2050.0,WEA,Windenergie,53.1229277777778,8.79744166666667
Gen_51397389178,unzugeordnet,2050.0,WEA,Windenergie,53.1198388888889,8.80438333333333
Gen_51397389178,unzugeordnet,2050.0,WEA,Windenergie,53.1233416666667,8.80429722222222
Gen_51396372869,unzugeordnet,62.78,PV,Solar Gebäude,53.0564611111111,8.82185
Gen_51396373114,unzugeordnet,188.51,PV,Solar Gebäude,53.0952527777778,8.76967777777778
Gen_51402360568,unzugeordnet,249.77,PV,Solar Gebäude,53.0952527777778,8.76967777777778
Gen_51396373651,unzugeordnet,48.0,PV,Solar Gebäude,53.0952527777778,8.76967777777778
Gen_51396373817,unzugeordnet,54.0,PV,Solar Gebäude,53.0948666666667,8.77091944444445
Gen_51396374245,unzugeordnet,47.11,PV,Solar Gebäude,53.0948666666667,8.77091944444445
Gen_51396374568,unzugeordnet,87.55,PV,Solar Gebäude,53.0948666666667,8.77091944444445
Gen_51396374807,unzugeordnet,86.42,PV,Solar Gebäude,53.0948666666667,8.77091944444445
Gen_51396375136,unzugeordnet,47.84,PV,Solar Gebäude,53.0948666666667,8.77091944444445
Gen_51396375425,unzugeordnet,61.967,PV,Solar Gebäude,53.0948666666667,8.77091944444445
Gen_51396375730,unzugeordnet,147.45,PV,Solar Gebäude,53.0892916666667,8.95253333333333
Gen_51402360633,unzugeordnet,46.0,PV,Solar Gebäude,53.1223055555556,8.80161111111111
Gen_51402360691,unzugeordnet,39.98,PV,Solar Gebäude,53.1422916666667,8.70486388888889
Gen_51397389326,unzugeordnet,2000.0,WEA,Windenergie,53.047225,8.97917777777778
Gen_51396377520,unzugeordnet,50.0,BHKW,Erdgas,53.0665361111111,8.83619444444445
Gen_51402360774,unzugeordnet,222.3,PV,Solar Gebäude,53.0474166666667,8.85061388888889
Gen_51396380200,unzugeordnet,139.83,PV,Solar Gebäude,53.0406861111111,8.81555833333333
Gen_51396380466,unzugeordnet,80.61,PV,Solar Gebäude,53.0405972222222,8.815975
Gen_51402359397,unzugeordnet,159.0,PV,Solar Gebäude,53.1137416666667,8.77450277777778
Gen_51395803493,unzugeordnet,2300.0,WEA,Windenergie,53.1043055555556,8.71927777777778
Gen_51395803493,unzugeordnet,2300.0,WEA,Windenergie,53.1024444444444,8.71655555555556
Gen_51395803493,unzugeordnet,2300.0,WEA,Windenergie,53.1005,8.71394444444444
Gen_51396651122,unzugeordnet,118.0,PV,Solar Gebäude,53.0889138888889,8.811775
Gen_51396651726,unzugeordnet,109.0,PV,Solar Gebäude,53.0889138888889,8.811775
Gen_51396881539,unzugeordnet,222.0,PV,Solar Gebäude,53.0889138888889,8.811775
Gen_51396881745,unzugeordnet,154.0,PV,Solar Gebäude,53.0889138888889,8.811775
Gen_51396968155,unzugeordnet,118.58,PV,Solar Gebäude,53.1856194444444,8.61734166666667
Gen_51397139648,unzugeordnet,58.32,PV,Solar Gebäude,53.1154277777778,8.91048333333333
Gen_51397293171,unzugeordnet,879.0,BHKW,Biogas,53.0349277777778,8.82851944444444
Gen_51397317814,unzugeordnet,96.2,PV,Solar Gebäude,53.1057611111111,8.76509444444445
Gen_51397386596,unzugeordnet,34.0,BHKW,Erdgas,53.0471944444444,8.73038888888889
Gen_51397389152,unzugeordnet,34.0,BHKW,Erdgas,53.11805,8.75864166666667
Gen_51397396024,unzugeordnet,239.0,BHKW,Biogas,53.0549083333333,8.73493611111111
Gen_51397452462,unzugeordnet,182.257,PV,Solar Gebäude,53.1935583333333,8.55183611111111
Gen_51397505550,unzugeordnet,376.43,PV,Solar Gebäude,53.0347222222222,8.88330555555556
Gen_51397739894,unzugeordnet,2500.0,WEA,Windenergie,53.1435833333333,8.67980555555556
Gen_51397741071,unzugeordnet,3400.0,WEA,Windenergie,53.1460833333333,8.681
Gen_51397810321,unzugeordnet,4221.0,BHKW,Erdgas,53.0410333333333,8.87930833333333
Gen_51397838000,unzugeordnet,1200.0,BHKW,Biogas,53.0517833333333,8.71387222222222
Gen_51402360063,unzugeordnet,87.75,PV,Solar Gebäude,53.1097583333333,8.84711666666667
Gen_51402360617,unzugeordnet,66.0,PV,Solar Gebäude,53.1066694444445,8.85239444444444
Gen_51398017497,unzugeordnet,1200.0,BHKW,Biogas,53.1762611111111,8.72100833333333
Gen_51402360451,unzugeordnet,41.34,PV,Solar Gebäude,53.0852416666667,8.79618611111111
Gen_51402360526,unzugeordnet,41.34,PV,Solar Gebäude,53.0852416666667,8.79618611111111
Gen_51402360592,unzugeordnet,41.34,PV,Solar Gebäude,53.0852416666667,8.79618611111111
Gen_51402360641,unzugeordnet,41.34,PV,Solar Gebäude,53.0852416666667,8.79618611111111
Gen_51402360732,unzugeordnet,412.19,PV,Solar Gebäude,53.1311694444444,8.71838055555556
Gen_51402360766,unzugeordnet,99.0,PV,Solar Gebäude,53.04545,8.86014722222222
Gen_51398086418,unzugeordnet,50.0,BHKW,Erdgas,53.0708916666667,8.79571111111111
Gen_51402360815,unzugeordnet,58.59,PV,Solar Gebäude,53.1307333333333,8.70829722222222
Gen_51398162424,unzugeordnet,897.6,PV,Solar Gebäude,53.0904166666667,8.70795277777778
Gen_51402386134,unzugeordnet,30.24,PV,Solar Gebäude,53.0573805555556,8.77446388888889
Gen_51398175691,unzugeordnet,7848.0,BHKW,Erdgas,53.0587444444444,8.89564722222222
Gen_51402360716,unzugeordnet,99.17,PV,Solar Gebäude,53.0458583333333,8.96666111111111
Gen_51398286935,unzugeordnet,49.5,BHKW,Erdgas,53.0936361111111,8.88482777777778
Gen_51398289525,unzugeordnet,826.96,PV,Solar Freifläche,53.1224277777778,8.80067222222222
Gen_51398309315,unzugeordnet,107.52,PV,Solar Gebäude,53.1929916666667,8.55534722222222
Gen_51402360865,unzugeordnet,36.0,PV,Solar Gebäude,53.0658805555556,8.78760277777778
Gen_51398395091,unzugeordnet,50.0,BHKW,Erdgas,53.089375,8.811775
Gen_51398503751,unzugeordnet,112.59,PV,Solar Gebäude,53.0466388888889,8.73233611111111
Gen_51398522321,unzugeordnet,63.92,PV,Solar Gebäude,53.0347666666667,8.89573888888889
Gen_51402360097,unzugeordnet,42.12,PV,Solar Gebäude,53.1722111111111,8.72333055555556
Gen_51398551495,unzugeordnet,221.63,PV,Solar Gebäude,53.061075,8.87673888888889
Gen_51398630265,unzugeordnet,962.16,PV,Solar Gebäude,53.1380916666667,8.74275
Gen_51398699550,unzugeordnet,92.22,PV,Solar Gebäude,53.0575972222222,8.88123888888889
Gen_51398701785,unzugeordnet,210.0,PV,Solar Gebäude,53.0477611111111,8.83659444444445
Gen_51398704846,unzugeordnet,103.27,PV,Solar Gebäude,53.0957138888889,8.86604722222222
Gen_51402360229,unzugeordnet,253.0,PV,Solar Gebäude,53.0362583333333,8.88248888888889
Gen_51402360435,unzugeordnet,35.42,PV,Solar Gebäude,53.0928611111111,8.93094166666667
Gen_51398711693,unzugeordnet,64.63,PV,Solar Gebäude,53.0576277777778,8.88805833333333
Gen_51398730429,unzugeordnet,115.39,PV,Solar Gebäude,53.0966944444444,8.87266666666667
Gen_51398730429,unzugeordnet,86.61,PV,Solar Gebäude,53.0966944444444,8.87266666666667
Gen_51398733027,unzugeordnet,53.41,PV,Solar Gebäude,53.1427805555556,8.93498888888889
Gen_51398738514,unzugeordnet,140.0,BHKW,Erdgas,53.0889722222222,8.82172222222222
Gen_51398744545,unzugeordnet,577.07,PV,Solar Gebäude,53.2170194444444,8.50481388888889
Gen_51402360849,unzugeordnet,201.81,PV,Solar Gebäude,53.1057722222222,8.80096666666667
Gen_51398936530,unzugeordnet,461.16,PV,Solar Gebäude,53.1935333333333,8.54548055555556
Gen_51399026752,unzugeordnet,173.44,PV,Solar Gebäude,53.1108833333333,8.80286666666667
Gen_51402360550,unzugeordnet,76.37,PV,Solar Gebäude,53.1073277777778,8.80195833333333
Gen_51399100936,unzugeordnet,112.7,PV,Solar Gebäude,53.0761888888889,8.92628333333333
Gen_51399515234,unzugeordnet,99.8,PV,Solar Gebäude,53.0810138888889,8.75955833333333
Gen_51402360823,unzugeordnet,39.6,PV,Solar Gebäude,53.1094388888889,8.89733333333333
Gen_51399559018,unzugeordnet,50000.0,BHKW,Erdgas,53.1135611111111,8.81611944444444
Gen_51402359892,unzugeordnet,126.24,PV,Solar Gebäude,53.1081833333333,8.85386111111111
Gen_51402359967,unzugeordnet,137.7,PV,Solar Gebäude,53.1081388888889,8.851
Gen_51399638010,unzugeordnet,99.45,PV,Solar Gebäude,53.1414972222222,8.712025
Gen_51399640081,unzugeordnet,341.2,PV,Solar Gebäude,53.1365555555556,6.69961111111111
Gen_51399890066,unzugeordnet,571.77,PV,Solar Gebäude,53.1091333333333,8.79961388888889
